"lineNum","startstationid","startstationname","starttotaldocks","startstationlatitude","startstationlongitude","startzip"
"158",392,"Jay St & Tech Pl",35,40.695065,-73.987167,"11201"
"159",393,"E 5 St & Avenue C",37,40.72299208,-73.97995466,"10009"
"160",394,"E 9 St & Avenue C",34,40.72521311,-73.97768752,"10009"
"161",396,"Lefferts Pl & Franklin Ave",25,40.68034242,-73.95576894,"11238"
"162",397,"Fulton St & Clermont Ave",27,40.68415748,-73.96922273,"11238"
"163",398,"Atlantic Ave & Furman St",31,40.69165183,-73.9999786,"11201"
"164",399,"Lafayette Ave & St James Pl",27,40.68851534,-73.9647628,"11205"
"165",400,"Pitt St & Stanton St",15,40.71926081,-73.98178024,"10002"
"166",401,"Allen St & Rivington St",42,40.72019576,-73.98997825,"10002"
"167",403,"E 2 St & 2 Ave",31,40.72502876,-73.99069656,"10003"
"168",405,"Washington St & Gansevoort St",51,40.739323,-74.008119,"10014"
"169",406,"Hicks St & Montague St",34,40.69512845,-73.99595065,"11201"
"170",407,"Henry St & Poplar St",37,40.700469,-73.991454,"11201"
"171",408,"Market St & Cherry St",23,40.71076228,-73.99400398,"10002"
"172",410,"Suffolk St & Stanton St",45,40.72066442,-73.98517977,"10002"
"173",411,"E 6 St & Avenue D",31,40.72228087,-73.97668709,"10009"
"174",412,"Forsyth St & Canal St",29,40.7158155,-73.99422366,"10002"
"175",414,"Pearl St & Anchorage Pl",24,40.70281858,-73.98765762,"11201"
"176",415,"Pearl St & Hanover Square",42,40.7047177,-74.00926027,"10004"
"177",416,"Cumberland St & Lafayette Ave",31,40.68753406,-73.97265183,"11238"
"178",417,"Barclay St & Church St",25,40.71291224,-74.01020234,"10007"
"179",418,"Front St & Gold St",23,40.70224,-73.982578,"11201"
"180",419,"Carlton Ave & Park Ave",23,40.69580705,-73.97355569,"11205"
"181",420,"Clermont Ave & Lafayette Ave",23,40.68764484,-73.96968902,"11238"
"182",421,"Clermont Ave & Park Ave",19,40.69573398,-73.97129668,"11205"
"183",422,"W 59 St & 10 Ave",79,40.770513,-73.988038,"10019"
"184",423,"W 54 St & 9 Ave",27,40.76584941,-73.98690506,"10019"
"185",427,"Bus Slip & State St",47,40.701907,-74.013942,"10004"
"186",432,"E 7 St & Avenue A",31,40.72621788,-73.98379855,"10009"
"187",435,"W 21 St & 6 Ave",50,40.74173969,-73.99415556,"10011"
"188",436,"Hancock St & Bedford Ave",27,40.68216564,-73.95399026,"11216"
"189",437,"Macon St & Nostrand Ave",24,40.68098339,-73.95004798,"11216"
"190",438,"St Marks Pl & 1 Ave",47,40.72779126,-73.98564945,"10003"
"191",439,"E 4 St & 2 Ave",39,40.7262807,-73.98978041,"10003"
"192",440,"E 45 St & 3 Ave",32,40.75255434,-73.97282625,"10017"
"193",441,"E 52 St & 2 Ave",40,40.756014,-73.967416,"10022"
"194",442,"W 27 St & 7 Ave",51,40.746647,-73.993915,"10001"
"195",443,"Bedford Ave & S 9 St",23,40.70853074,-73.96408963,"11249"
"196",445,"E 10 St & Avenue A",79,40.72740794,-73.98142006,"10009"
"197",446,"W 24 St & 7 Ave",47,40.74487634,-73.99529885,"10011"
"198",447,"8 Ave & W 52 St",31,40.76370739,-73.9851615,"10019"
"199",448,"W 37 St & 10 Ave",27,40.75660359,-73.9979009,"10018"
"200",450,"W 49 St & 8 Ave",67,40.76227205,-73.98788205,"10019"
"201",453,"W 22 St & 8 Ave",66,40.74475148,-73.99915362,"10011"
"202",454,"E 51 St & 1 Ave",35,40.75455731,-73.96592976,"10022"
"203",455,"1 Ave & E 44 St",59,40.75001986,-73.96905301,"10017"
"204",456,"E 53 St & Madison Ave",35,40.7597108,-73.97402311,"10022"
"205",459,"W 20 St & 11 Ave",49,40.746745,-74.007756,"10011"
"206",460,"S 4 St & Wythe Ave",25,40.71285887,-73.96590294,"11249"
"207",461,"E 20 St & 2 Ave",56,40.73587678,-73.98205027,"10003"
"208",462,"W 22 St & 10 Ave",47,40.74691959,-74.00451887,"10011"
"209",465,"Broadway & W 41 St",39,40.75513557,-73.98658032,"10036"
"210",466,"W 25 St & 6 Ave",35,40.74395411,-73.99144871,"10010"
"211",467,"Dean St & 4 Ave",34,40.68312489,-73.97895137,"11217"
"212",468,"Broadway & W 56 St",65,40.7652654,-73.98192338,"10019"
"213",469,"Broadway & W 53 St",57,40.76344058,-73.98268129,"10019"
"214",470,"W 20 St & 8 Ave",72,40.74345335,-74.00004031,"10011"
"215",471,"Grand St & Havemeyer St",31,40.71286844,-73.95698119,"11211"
"216",472,"E 32 St & Park Ave",55,40.7457121,-73.98194829,"10016"
"217",473,"Rivington St & Chrystie St",38,40.72110063,-73.9919254,"10002"
"218",474,"5 Ave & E 29 St",56,40.7451677,-73.98683077,"10016"
"219",476,"E 31 St & 3 Ave",47,40.74394314,-73.97966069,"10016"
"220",477,"W 41 St & 8 Ave",59,40.75640548,-73.9900262,"10018"
"221",478,"11 Ave & W 41 St",37,40.76030096,-73.99884222,"10018"
"222",479,"9 Ave & W 45 St",31,40.76019252,-73.9912551,"10036"
"223",480,"W 53 St & 10 Ave",27,40.76669671,-73.99061728,"10019"
"224",481,"S 3 St & Bedford Ave",25,40.71260486,-73.96264403,"11249"
"225",482,"W 15 St & 7 Ave",77,40.73935542,-73.99931783,"10011"
"226",483,"E 12 St & 3 Ave",34,40.73223272,-73.98889957,"10003"
"227",485,"W 37 St & 5 Ave",40,40.75038009,-73.98338988,"10018"
"228",486,"Broadway & W 29 St",41,40.7462009,-73.98855723,"10001"
"229",487,"E 20 St & FDR Drive",34,40.73314259,-73.97573881,"10009"
"230",490,"8 Ave & W 33 St",66,40.751551,-73.993934,"10001"
"231",492,"W 33 St & 7 Ave",68,40.75019995,-73.99093085,"10001"
"232",494,"W 26 St & 8 Ave",66,40.74734825,-73.99723551,"10001"
"233",495,"W 47 St & 10 Ave",39,40.76269882,-73.99301222,"10036"
"234",496,"E 16 St & 5 Ave",47,40.73726186,-73.99238967,"10003"
"235",497,"E 17 St & Broadway",66,40.73704984,-73.99009296,"10003"
"236",498,"Broadway & W 32 St",30,40.74854862,-73.98808416,"10001"
"237",499,"Broadway & W 60 St",36,40.76915505,-73.98191841,"10023"
"238",500,"Broadway & W 51 St",52,40.76228826,-73.98336183,"10019"
"239",501,"FDR Drive & E 35 St",79,40.744219,-73.97121214,"10016"
"240",502,"Henry St & Grand St",30,40.714215,-73.981346,"10002"
"241",503,"E 20 St & Park Ave",31,40.73827428,-73.98751968,"10003"
"242",504,"1 Ave & E 16 St",53,40.73221853,-73.98165557,"10009"
"243",505,"6 Ave & W 33 St",39,40.74901271,-73.98848395,"10001"
"244",507,"E 25 St & 2 Ave",45,40.73912601,-73.97973776,"10010"
"245",508,"W 46 St & 11 Ave",25,40.76341379,-73.99667444,"10036"
"246",509,"9 Ave & W 22 St",63,40.7454973,-74.00197139,"10011"
"247",513,"W 56 St & 10 Ave",27,40.768254,-73.988639,"10019"
"248",515,"W 43 St & 10 Ave",35,40.76009437,-73.99461843,"10036"
"249",516,"E 47 St & 1 Ave",31,40.75206862,-73.96784384,"10017"
"250",517,"Pershing Square South",69,40.751581,-73.97791,"10168"
"251",518,"E 39 St & 2 Ave",39,40.74780373,-73.9734419,"10016"
"252",519,"Pershing Square North",69,40.751873,-73.977706,"10017"
"253",522,"E 51 St & Lexington Ave",51,40.75714758,-73.97207836,"10022"
"254",523,"W 38 St & 8 Ave",51,40.75466591,-73.99138152,"10018"
"255",525,"W 34 St & 11 Ave",56,40.75594159,-74.0021163,"10001"
"256",526,"E 33 St & 5 Ave",40,40.74765947,-73.98490707,"10016"
"257",528,"2 Ave & E 31 St",39,40.74290902,-73.97706058,"10016"
"258",529,"W 42 St & 8 Ave",41,40.7575699,-73.99098507,"10018"
"259",530,"11 Ave & W 59 St",24,40.77149671,-73.99046034,"10019"
"260",531,"Forsyth St & Broome St",39,40.71893904,-73.99266288,"10002"
"261",532,"S 5 Pl & S 5 St",43,40.710451,-73.960876,"11211"
"262",533,"Broadway & W 38 St",46,40.75299641,-73.98721619,"10018"
"263",534,"Water - Whitehall Plaza",31,40.70255065,-74.0127234,"10004"
"264",536,"1 Ave & E 30 St",29,40.74144387,-73.97536082,"10016"
"265",539,"Metropolitan Ave & Bedford Ave",31,40.71534825,-73.96024116,"11211"
"266",540,"Lexington Ave & E 29 St",30,40.74311555,-73.98215353,"10016"
"267",545,"E 23 St & 1 Ave",27,40.736502,-73.97809472,"10010"
"268",546,"E 30 St & Park Ave S",45,40.74444921,-73.98303529,"10016"
"269",2000,"Front St & Washington St",30,40.70255088,-73.98940236,"11201"
"270",2002,"Wythe Ave & Metropolitan Ave",27,40.716887,-73.963198,"11249"
"271",2003,"1 Ave & E 18 St",54,40.73381219,-73.98054421,"10009"
"272",2005,"Railroad Ave & Kay Ave",12,40.70531194,-73.97100056,"11249"
"273",2006,"Central Park S & 6 Ave",49,40.76590936,-73.97634151,"10019"
"274",2008,"Little West St & 1 Pl",24,40.70569254,-74.01677685,"10004"
"275",2009,"Catherine St & Monroe St",35,40.71117444,-73.99682619,"10038"
"276",2010,"Grand St & Greene St",0,40.72165481,-74.00234737,"10013"
"277",2012,"E 27 St & 1 Ave",36,40.739445,-73.976806,"10016"
"278",2017,"E 43 St & 2 Ave",39,40.75022392,-73.97121414,"10017"
"279",2021,"W 45 St & 8 Ave",43,40.75929124,-73.98859651,"10036"
"280",2022,"E 60 St & York Ave",33,40.759107,-73.959223,"10022"
"281",2023,"E 55 St & Lexington Ave",36,40.75968085,-73.97031366,"10022"
"282",3002,"South End Ave & Liberty St",25,40.711512,-74.015756,"10280"
"283",3016,"Kent Ave & N 7 St",54,40.72036775,-73.96165073,"11249"
"284",3041,"Kingston Ave & Herkimer St",24,40.67890679,-73.94142771,"11213"
"285",3042,"Fulton St & Utica Ave",19,40.6794268,-73.9298911,"11233"
"286",3043,"Lewis Ave & Decatur St",19,40.6814598,-73.934903,"11233"
"287",3044,"Albany Ave & Fulton St",27,40.6800105,-73.938475,"11216"
"288",3046,"Marcus Garvey Blvd & Macon St",19,40.682601,-73.938037,"11216"
"289",3047,"Halsey St & Tompkins Ave",21,40.6823687,-73.944118,"11216"
"290",3048,"Putnam Ave & Nostrand Ave",19,40.68402,-73.94977,"11216"
"291",3049,"Cambridge Pl & Gates Ave",18,40.68488,-73.96304,"11238"
"292",3050,"Putnam Ave & Throop Ave",21,40.6851532,-73.94111,"11221"
"293",3052,"Lewis Ave & Madison St",23,40.686312,-73.935775,"11221"
"294",3053,"Marcy Ave & Lafayette Ave",23,40.6900815,-73.947915,"11216"
"295",3054,"Greene Ave & Throop Ave",19,40.6894932,-73.942061,"11221"
"296",3055,"Greene Ave & Nostrand Ave",23,40.6883337,-73.950916,"11216"
"297",3056,"Kosciuszko St & Nostrand Ave",23,40.69072549,-73.95133465,"11216"
"298",3057,"Kosciuszko St & Tompkins Ave",18,40.69128258,-73.9452416,"11221"
"299",3058,"Lewis Ave & Kosciuszko St",24,40.69237074,-73.93705428,"11221"
"300",3059,"Pulaski St & Marcus Garvey Blvd",19,40.6933982,-73.939877,"11221"
"301",3060,"Willoughby Ave & Tompkins Ave",19,40.69425403,-73.94626915,"11206"
"302",3061,"Throop Ave & Myrtle Ave",21,40.69622937,-73.94371094,"11206"
"303",3062,"Myrtle Ave & Marcy Ave",23,40.69539817,-73.94954908,"11206"
"304",3063,"Nostrand Ave & Myrtle Ave",20,40.69527008,-73.95238108,"11205"
"305",3064,"Myrtle Ave & Lewis Ave",23,40.69681963,-73.93756926,"11206"
"306",3065,"Union Ave & Wallabout St",31,40.70029511,-73.95032283,"11206"
"307",3066,"Tompkins Ave & Hopkins St",19,40.69957608,-73.94708417,"11206"
"308",3067,"Broadway & Whipple St",27,40.7016657,-73.9437303,"11206"
"309",3068,"Humboldt St & Varet St",42,40.7031724,-73.940636,"11206"
"310",3069,"Lorimer St & Broadway",29,40.70411791,-73.94818595,"11206"
"311",3070,"McKibbin St & Manhattan Ave",23,40.70510918,-73.94407279,"11206"
"312",3071,"Boerum St & Broadway",19,40.70538077,-73.94976519,"11206"
"313",3072,"Leonard St & Boerum St",24,40.70583339,-73.94644578,"11206"
"314",3074,"Montrose Ave & Bushwick Ave",42,40.70767788,-73.94016171,"11206"
"315",3075,"Division Ave & Marcy Ave",33,40.70708701,-73.95796783,"11211"
"316",3076,"Scholes St & Manhattan Ave",36,40.70870368,-73.9448625,"11206"
"317",3077,"Stagg St & Union Ave",33,40.70877084,-73.95095259,"11211"
"318",3078,"Broadway & Roebling St",27,40.70924826,-73.96063149,"11211"
"319",3080,"S 4 St & Rodney St",21,40.70934,-73.95608,"11211"
"320",3081,"Graham Ave & Grand St",29,40.711863,-73.944024,"11211"
"321",3082,"Hope St & Union Ave",25,40.71167351,-73.95141312,"11211"
"322",3083,"Bushwick Ave & Powers St",32,40.71247661,-73.94100005,"11211"
"323",3085,"Roebling St & N 4 St",25,40.71469,-73.95739,"11211"
"324",3086,"Graham Ave & Conselyea St",30,40.715143,-73.944507,"11211"
"325",3087,"Metropolitan Ave & Meeker Ave",30,40.71413311,-73.95234386,"11211"
"326",3088,"Union Ave & Jackson St",19,40.7160751,-73.952029,"11211"
"327",3092,"Berry St & N 8 St",27,40.7190095,-73.95852515,"11249"
"328",3093,"N 6 St & Bedford Ave",28,40.71745169,-73.95850939,"11249"
"329",3094,"Graham Ave & Withers St",18,40.7169811,-73.94485918,"11211"
"330",3095,"Graham Ave & Herbert St",26,40.71929301,-73.94500379,"11222"
"331",3096,"Union Ave & N 12 St",39,40.71924,-73.95242,"11211"
"332",3100,"Nassau Ave & Newell St",51,40.72481256,-73.94752622,"11222"
"333",3101,"N 12 St & Bedford Ave",27,40.72079821,-73.95484712,"11249"
"334",3102,"Driggs Ave & Lorimer St",27,40.72179134,-73.9504154,"11222"
"335",3105,"N 15 St & Wythe Ave",24,40.724055,-73.955736,"11249"
"336",3106,"Driggs Ave & N Henry St",22,40.72325,-73.94308,"11222"
"337",3107,"Bedford Ave & Nassau Ave",39,40.72311651,-73.95212324,"11222"
"338",3108,"Nassau Ave & Russell St",51,40.72557,-73.94434,"11222"
"339",3109,"Banker St & Meserole Ave",31,40.72606,-73.95621,"11222"
"340",3110,"Meserole Ave & Manhattan Ave",28,40.72708584,-73.95299117,"11222"
"341",3112,"Milton St & Franklin St",33,40.72906,-73.95779,"11222"
"342",3113,"Greenpoint Ave & Manhattan Ave",27,40.73026,-73.95394,"11222"
"343",3115,"India St & Manhattan Ave",50,40.73232194,-73.9550858,"11222"
"344",3116,"Huron St & Franklin St",35,40.73266,-73.95826,"11222"
"345",3117,"Franklin St & Dupont St",27,40.73564,-73.95866,"11222"
"346",3118,"McGuinness Blvd & Eagle St",42,40.73555,-73.95284,"11222"
"347",3119,"Vernon Blvd & 50 Ave",45,40.74232744,-73.95411749,"11101"
"348",3121,"Jackson Ave & 46 Rd",27,40.74524768,-73.94733276,"11101"
"349",3122,"48 Ave & 5 St",31,40.74436329,-73.95587325,"11109"
"350",3123,"31 St & Thomson Ave",27,40.74469738,-73.93540375,"11101"
"351",3124,"46 Ave & 5 St",27,40.74731,-73.95451,"11101"
"352",3125,"45 Rd & 11 St",23,40.74708586,-73.94977234,"11101"
"353",3126,"44 Dr & Jackson Ave",34,40.74718234,-73.9432635,"11101"
"354",3127,"9 St & 44 Rd",35,40.74966,-73.9521,"11101"
"355",3128,"21 St & 43 Ave",23,40.75052534,-73.94594845,"11101"
"356",3129,"Queens Plaza North & Crescent St",31,40.75110165,-73.94073717,"11101"
"357",3130,"21 St & Queens Plaza North",31,40.75325964,-73.94335788,"11101"
"358",3131,"E 68 St & 3 Ave",31,40.7671284,-73.96224618,"10065"
